Market_place,URL,Product_name,SKU,Price,Currency,Total_stars_ranking,Subject,Author,Date,Review,Stars,like,dislike,cleaned_review
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,"Good toilet, complete kit w/ soft-close seat",Andrew,"July 12, 2021","Install went mostly according to plan, however the bolts to secure the toilet to the floor were too long and had to be cut. The only tool I had available was a hacksaw blade, so this took a lot longer than expected. Only other complaint is that the seat attachment design and hardware seemed cheap compared to other seats I have installed (replacement seats). Overall, the toilet flushes great, installs according to typical instructions, and everything else went smoothly. The flush mechanism, handle, flap, and standpipe came preinstalled in the tank, with no issues or leaks. The toilet does NOT come with a hose to connect the tank to the wall water supply, as this is specific to each house, but make sure to note that if you are replacing a shorter bowl height toilet with this one, your existing supply line will likely be too short. You should replace it anyway. Overall this seems like a great replacement and includes a lot of value and convenience as a complete kit.",5,13,2,instal went mostli accord plan howev bolt secur toilet floor long cut tool avail hacksaw blade took lot longer expect complaint seat attach design hardwar seem cheap compar seat instal replac seat overal toilet flush great instal accord typic instruct everyth els went smoothli flush mechan handl flap standpip came preinstal tank issu leak toilet come hose connect tank wall water suppli specif hous make sure note replac shorter bowl height toilet one exist suppli line like short replac anyway overal seem like great replac includ lot valu conveni complet kit
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Easy Install,Rusty,"July 3, 2021",This was a very easy install. Make sure that you have someone to help carry the box to the area of the install prior to unpacking if you can. All of the items were included for the install which saves time and trips for something that you may have forgotten. Be sure to clean the flange area prior to installing the new seal. I found that installing the bowl by itself without the tank was easier for me to handle. The tank was easy to attach. Be sure to not overtighten any of the fittings. Once ...,5,6,0,easi instal make sure someon help carri box area instal prior unpack item includ instal save time trip someth may forgotten sure clean flang area prior instal new seal found instal bowl without tank easier handl tank easi attach sure overtighten fit
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Hotel Flusher,Rope cushions,"August 6, 2021","The first thing I want to say is if you've ever stayed at a hotel and used their toilets, and they almost suck you in when you flush, well that is exactly how this toilet works. Scared me the first time I flushed it. It comes with easy to install instructions which is a plus, all the hardware you need to install the toilet minus your water supply line comes in the box. I do not care for the toilet seat that accompanies this system. I feel that the seat is cheap and the hole in which you use is too small. I am not a large person and it still feels uncomfortable, and the screws that come with it to install the seat are extremely long, could definitely use shorter screws and metal not plastic would be nice. Also when installing the tank to the base, you might want to have a 17mm socket available to help tighten down the bowl. Once the toilet is in place, you only have a few inches from the wall to try and secure the screws provided. I used a 17mm socket to help secure the nuts to the bolts. Overall since I just installed this last night, I do like this product and think with a few minor changes it would be the perfect product.",4,10,1,first thing want say ever stay hotel use toilet almost suck flush well exactli toilet work scare first time flush come easi instal instruct plu hardwar need instal toilet minu water suppli line come box care toilet seat accompani system feel seat cheap hole use small larg person still feel uncomfort screw come instal seat extrem long could definit use shorter screw metal plastic would nice also instal tank base might want socket avail help tighten bowl toilet place inch wall tri secur screw provid use socket help secur nut bolt overal sinc instal last night like product think minor chang would perfect product
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Gorgeous toilet,EricF,"July 17, 2021","When I got the toilet, was thinking it is no different than any other, but after getting it installed it was apparent that it’s better. It stands a little higher making it much easier to get off of and is built heavy duty making it sit firm in place while installing and using. Had everything I needed for the install. This is a gorgeous looking toilet.",5,6,3,got toilet think differ get instal appar better stand littl higher make much easier get built heavi duti make sit firm place instal use everyth need instal gorgeou look toilet
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Great functioning toilet,BigSal1,"August 29, 2021",A toilet is a toilet pretty much. Good things about this toilet is it’s powerful flush. Toilet looks and installs just like all the others. I see no difference appearance wise compared to other brands. Box is a complete toilet install kit with everything. Install was easy. Typical install directions,5,8,0,toilet pretti much good thing toilet power flush toilet look instal like other see differ appear wise compar brand box complet toilet instal kit everyth instal easi typic instal direct
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Looks good and works well in our small space.,Ron,"July 25, 2021","We are renovating a small half bath, and we needed to replace an old high-flow toilet. We chose the round bowl because of our limited space between the toilet and the vanity. This new toilet fits our small space and looks very good. The package included everything needed for a complete installation except the line from the water supply to the tank inlet. They really could not include that line because I needed to measure the distance to buy the correct line length. Everything was packaged compactly in an single box with lifting handles on the sides. An inner box contains the tank, tank cover, and instructions. I didn't notice that the cover was packed below the tank until after removing the tank from the box. The instructions were clear, and the installation was reasonable. It was easy to set the toilet square and level, and there were no leaks after following the instructions. Before trying this toilet, I had some general concern about the effectiveness of the low-flow operation, but this toilet appears to have a powerful flush. The tank is almost as large as the one on the old high-flow toilet, but the mechanism appears to meter less than half of the tank capacity for each flush. The weight of the remaining water provides more force for the limited water that is delivered in a flush. Each flush appears to clear the bowl completely, and we have not had any problems with it. This bowl height of this toilet is higher than the one that we replaced. Our consensus is that this height is more comfortable than the lower bowl, but I expect that is a matter of personal preference. This provided a good solution for our particular renovation need. It fits our small space, works well, and looks good.",5,13,1,renov small half bath need replac old toilet chose round bowl limit space toilet vaniti new toilet fit small space look good packag includ everyth need complet instal except line water suppli tank inlet realli could includ line need measur distanc buy correct line length everyth packag compactli singl box lift handl side inner box contain tank cover instruct notic cover pack tank remov tank box instruct clear instal reason easi set toilet squar level leak follow instruct tri toilet gener concern effect oper toilet appear power flush tank almost larg one old toilet mechan appear meter le half tank capac flush weight remain water provid forc limit water deliv flush appear clear bowl complet problem bowl height toilet higher one replac consensu height comfort lower bowl expect matter person prefer provid good solut particular renov need fit small space work well look good
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Installed fairly easy,JohnBear,"July 17, 2021","I only seemed to have some trouble because my plumbing is old and the flange was broken on both sides. But the toilet installed fairly well. I don't like how the tank connects to the bowl, The gap is really large.",4,9,3,seem troubl plumb old flang broken side toilet instal fairli well like tank connect bowl gap realli larg
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Great looking ADA compliant toilet!,Clem,"July 5, 2021","The extra 3 inches in height being an ADA company toilet makes a big difference. I'm 6'1"" and it helps to not have to squat down so far. Toilet came with everything needed to install. It seems well built and looks great!",5,6,2,extra inch height ada compani toilet make big differ help squat far toilet came everyth need instal seem well built look great
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Manufacture does not inspect the product,ForexAlien,"May 16, 2022","Toilet was never inspected and was made with a 1/2"" slant to the right, it must have been dropped before placed in the kiln to be fired.",1,0,1,toilet never inspect made slant right must drop place kiln fire
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Five Stars! Would Poop Here Again!,Big Daddy,"July 15, 2021","Let's face it. I'm old and fat. Which means I'm usually cranky and use the bathroom. A lot. I used to spend hundreds of dollars every quarter on my water bill. Before this toilet, you might say I was ""flushing away money"". Don't get me wrong, I still spend hundreds of dollars every quarter on my water bill BUT I do indeed spend fewer of those hundreds than I did. Since installing this comfortable and more efficient toilet, I now have a much happier experience first thing in the morning (I eat fiber so I'm still regular! Laugh if you will but when you get old and fat and cranky, being regular is a major victory!)",5,26,0,let face old fat mean usual cranki use bathroom lot use spend hundr dollar everi quarter water bill toilet might say flush away money get wrong still spend hundr dollar everi quarter water bill inde spend fewer hundr sinc instal comfort effici toilet much happier experi first thing morn eat fiber still regular laugh get old fat cranki regular major victori
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Bad toilet seat,Critic18,"September 19, 2021","Installation was as expected. Toilet works fine, and flush reasonably good. Though I'm very disappointed in the seat. If I knew that I would have bought the cheaper model without the soft close lid. There's no way to tighten the lid down from not sliding. Everytime one sit down the seat slide. To be expected from cheaply made plastic lids and seats. After spending this much on an American made toilet I have no choice but to spend more to get another aftermarket wooden seat and lid that won't slide. My advise, save your money and buy the regular model without soft close lid since you will be ending up spending extra on another seat and lid.",3,5,0,instal expect toilet work fine flush reason good though disappoint seat knew would bought cheaper model without soft close lid way tighten lid slide everytim one sit seat slide expect cheapli made plastic lid seat spend much american made toilet choic spend get anoth aftermarket wooden seat lid wo slide advis save money buy regular model without soft close lid sinc end spend extra anoth seat lid
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Nice to have a USA made toilet for once,NewToiletguy,"June 14, 2021","I purchased this to replace a contractor installed Project Source unit that I had for over 6 years. It was not smart height and it had a round front. It also didn't flush well at all. This unit on the other hand, is much nicer. It flushed well and with the elongated front, is much more comfortable to a man to use. The only carp is the hold down bolts are much too tall and the supplied caps don't cover them. Thus I had to use a hack saw to shorten the bolts so the decorative caps would work. The best solution would be to provide taller caps. The complete kit was a bonus and I installed it myself. It does not rock on my tile floor and has not leaked.",4,16,5,purchas replac contractor instal project sourc unit year smart height round front also flush well unit hand much nicer flush well elong front much comfort man use carp hold bolt much tall suppli cap cover thu use hack saw shorten bolt decor cap would work best solut would provid taller cap complet kit bonu instal rock tile floor leak
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,"Great toilet, easy install, bad color",Tony,"April 28, 2022",This toilet was super easy to install. Took roughly 30 minutes from opening to flushing. Only problem is their white is not a bright white. Doesn’t match well. Unfortunately living an hour away and needing a toilet sacrifices were made.,3,0,0,toilet super easi instal took roughli minut open flush problem white bright white match well unfortun live hour away need toilet sacrific made
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Easy install,Diane,"July 17, 2021",My husband installed ours last evening and he had no issues. Went very smoothly. We like the fact that it sits higher than our old one. That and the slow close lid were 2 things we were looking for when we chose which toilet we were going to buy. Our only complaint is the seat/lid is very cheaply made. We’ll be going back to the store and buying a new seat for it. Otherwise I’d have given it 5 stars.,4,9,0,husband instal last even issu went smoothli like fact sit higher old one slow close lid thing look chose toilet go buy complaint cheapli made go back store buy new seat otherwis given star
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Powerful,Bernie,"December 22, 2020","We've had this toilet for a couple of weeks now. It is working fine and the flushing action is very powerful. Don't know how it works, but when you flush it sounds like water is being pushed in with force and sucked out as well. When we installed it, the tank bolts didn't line-up perfectly with the bowl so when we thought everything was ready to test, it leaked a little at one of the bolts. Loosening the bolt and wiggling a little resolved the problem and there has been no problem since then. If we decide to replace our remaining chair height toilet with a comfort height one, we will buy this one again.",5,14,2,toilet coupl week work fine flush action power know work flush sound like water push forc suck well instal tank bolt perfectli bowl thought everyth readi test leak littl one bolt loosen bolt wiggl littl resolv problem sinc decid replac remain chair height toilet comfort height one buy one
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,DO NOT buy the Mansfield Summit Toilet,JustSayNoToMansfield,"October 21, 2022",We purchased three Mansfield Summit toilets and had them professionally installed. The contractor triple checked everything and by evening all three were leaking between the tank and the bowl. I called the contractor and he said he had concerns with the design of the cheap plastic bolts provided. He returned the next day with better bolts and washers. That didn't fix the problem because the bolt holes are not smooth allowing a flush (no pun intended) fit. We are replacing all three with American Standard toilets. Is Mansfield going to pay my contractor? Absolutely ridiculous their faulty manufacturing is going to cost me double installation. Bottom line save yourself the headache - DO NOT BUY. I wish I had read the other one star reviews which address the same problem before I purchased these.,1,0,0,purchas three mansfield summit toilet profession instal contractor tripl check everyth even three leak tank bowl call contractor said concern design cheap plastic bolt provid return next day better bolt washer fix problem bolt hole smooth allow flush pun intend fit replac three american standard toilet mansfield go pay contractor absolut ridicul faulti manufactur go cost doubl instal bottom line save headach buy wish read one star review address problem purchas
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,,Mike,"September 17, 2022","I purchased this toilet yesterday and installed it this morning. the wax seal leaked and the tank bolts leaked. I replaced the wax seal included with this toilet. I used a rubber type From Fluidmaster. It doesn't leak. I replaced the leaking bolts with a tank bolt and seal kit from True Value Hardware store. I am glad this toilet was made in America. However, the two places where the new toilet can leak did so. I worked in Commercial Facilities for over 35 years doing plumbing work to include toilet repair and replacement. I am hopeful that Mansfield will read this review. Please improve the seal kits provided with this toilet.",3,2,1,purchas toilet yesterday instal morn wax seal leak tank bolt leak replac wax seal includ toilet use rubber type fluidmast leak replac leak bolt tank bolt seal kit true valu hardwar store glad toilet made america howev two place new toilet leak work commerci facil year plumb work includ toilet repair replac hope mansfield read review pleas improv seal kit provid toilet
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Badly Designed,Tracie,"November 18, 2022","Like other reviewers, I bought this because it's made in the US and assumed it'd be a well-made product. I have a licensed plumber here now because the toilet won't stop leaking out of the tank. The holes are misaligned to the base. The hardware to attach to the base are junk. He replaced the hardware and it's still leaking. He's on his 2nd trip to the plumbing store now. I am someone that will spend hours researching for items made in the US and will pay more for them. It's a sad day when imports are of better quality than a US product. I can't wait to see my install bill since the plumber is basically rebuilding the toilet.",1,1,0,like review bought made u assum product licens plumber toilet wo stop leak tank hole misalign base hardwar attach base junk replac hardwar still leak trip plumb store someon spend hour research item made u pay sad day import better qualiti u product ca wait see instal bill sinc plumber basic rebuild toilet
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,,Cindy,"November 30, 2021","This product was defective out of the box. Toilet seat broken. The screw holes were not drilled correctly and the professional plumber I paid had to take it apart three times as it leaked. The only way it wouldn't leak was to tilt the tank back wards. He said this was just a temperary fix and that it would leak again. The lid to the tank will not sit level. Lowes was of no help. Basically said I couldn't return it as it was all ready installed, but id I had Lowes do the installaion it would be under warranty for a year. What a way to get your money. I have never had Lowes not stand by their products but I will not take another chance with them ever! Poorly made toilet and poor customer service from Lowes.",1,6,3,product defect box toilet seat broken screw hole drill correctli profession plumber paid take apart three time leak way would leak tilt tank back ward said temperari fix would leak lid tank sit level low help basic said could return readi instal id low installaion would warranti year way get money never low stand product take anoth chanc ever poorli made toilet poor custom servic low
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Complete tank kit already assembled is a big plus!,Tidefan57,"August 16, 2021","Our plumber recommended this toilet because it has the 3-bolt tank to bowl system. The height is perfect, and although the lid did feel a more narrow… I still give it a 5. Normally you wouldn’t be there for very long so it wasn’t a dealbreaker (right?).",5,2,0,plumber recommend toilet tank bowl system height perfect although lid feel still give normal long dealbreak right
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Leaks,Nothappy,"January 2, 2022","I have worked in the construction field for 35 year's. Residential and commercial, if you would like to avoid any problems don't by this , it's not worth the hassle. Leaks from bottom of tank right out of box ,I have tried everything I know, and even had a couple of friend's who were plumber's take a turn at it it still Leaks. Just thank God didn't have to pay them. By a different brand youl be better off. Will let all that I come into contact with in the construction field to stay away from this product.",1,2,3,work construct field year residenti commerci would like avoid problem worth hassl leak bottom tank right box tri everyth know even coupl friend plumber take turn still leak thank god pay differ brand youl better let come contact construct field stay away product
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Strong flush,Tims,"November 6, 2021","I’m extremely happy with this toilet, previous toilet was old and ugly with poor flushing. We had a Mansfield toilet installed downstairs a few years back and when we replaced the upstairs I wanted the same toilet. The newer one is even better.",5,4,2,extrem happi toilet previou toilet old ugli poor flush mansfield toilet instal downstair year back replac upstair want toilet newer one even better
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Mansfield toilet,mickey,"February 4, 2021",I love the extra 2 to 3 inch heighth..I am a seni0r citizen...That extra heighth makes it much easier to get up from the toilet..,4,12,1,love extra inch heighth citizen extra heighth make much easier get toilet
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Leaks Leaks and more Tank Leaks,troyrb,"November 27, 2022","Let me start by saying I have installed over 20 toilets throughout the years and never had issues. I fought with this toilet for two weeks after I installed it and no matter what I did, it leaked. I even went out and bought a separate tank seal and tank bolts. It still leaked with the replacement parts. I finally called my Lowes store and took it back for an American Standard replacement. I will never buy this brand again.",1,3,0,let start say instal toilet throughout year never issu fought toilet two week instal matter leak even went bought separ tank seal tank bolt still leak replac part final call low store took back american standard replac never buy brand
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Decent toilet once installed.,John,"February 4, 2022","A toilet is a toilet. As long as it flushes with power and stuff goes down the drain without clogging it has done its job. However, not all toilet installs are created equal. I bought the toilet because its made in US and I figured it would be great quality. I didn’t check the reviews and I should have. This toilet has some QC issues and some included hardware is shoddy. The bolts holding down the tank were rubber pegs. It seemed ok at first but even tightened down they leaked. Also the holes between the base and the tank for the pegs were not alligned perfectly contributing to the leaking. I ended up installing the tank twice. The second time I put some wax from a left over wax ring around the peg and seated it in tank to water proof it. This resolved the leaking during the install. The second shoddy piece is the seat. Again the bolts didnt properly align with the holes in the base so I am not sure how long it will take before the hinges crack. Once installed the toilet does toilet things as you would expect. For installation save yourself the headache and go with a different brand.",2,5,0,toilet long flush power stuff go drain without clog done job howev toilet instal creat equal bought toilet made u figur would great qualiti check review toilet qc issu includ hardwar shoddi bolt hold tank rubber peg seem ok first even tighten leak also hole base tank peg allign perfectli contribut leak end instal tank twice second time put wax left wax ring around peg seat tank water proof resolv leak instal second shoddi piec seat bolt didnt properli align hole base sure long take hing crack instal toilet thing would expect instal save headach go differ brand
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Toilet kit!,Dale,"July 30, 2021",Only issue I had was having to return the toilet seal that I bought because this one included it. It has everything you need for the job. Great packaging and easy to install.,5,5,0,issu return toilet seal bought one includ everyth need job great packag easi instal
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Make sure you look at the boxes carefully.,,"November 5, 2021","Well built TOILET, but a cheap seat that does not stay tight. This makes it difficult to keep seat upright for those of us who stand up to be relieved. Everything is in the kit, and it flushes quickly and effectively without ""swirl"" effect. Be careful to select 10"" or 12"" (12"" is most common) and we chose the elongated a higher rise toilet..... what a nice difference over the 12-14"" high units with round bowl!",4,3,0,well built toilet cheap seat stay tight make difficult keep seat upright u stand reliev everyth kit flush quickli effect without swirl effect care select common chose elong higher rise toilet nice differ high unit round bowl
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,"Nice toilet, good flushing action.",Blackdog48,"November 12, 2021","Flushes well for the price. Has a weight on the chain so if you just need a quick flush, it stops it quick. Need a longer one, just hold it for an extra second.",5,5,0,flush well price weight chain need quick flush stop quick need longer one hold extra second
lowes.com,https://www.lowes.com/pd/Mansfield-Summit-White-WaterSense-Elongated-Comfort-Height-2-Piece-Vitreous-China-Toilet-12-in-Rough-In-Size-with-Slow-Close-ADA-Compliant/1002969002,Mansfield Summit White Elongated Chair Height 2-piece WaterSense Toilet 12-in Rough-In (ADA Compliant),Model #5384CTK,209.0,USD,4.0,Suspected Manufacturing Defect,CabinetBuilder,"June 23, 2022","Installed and tested, leaked at the tank to bowl bolted connection. This is a three bolt connection. I found the bolt holes would not align correctly from the tank to the bowl, appears to be a manufacturing defect. The only way to get all three bolts installed required one of them to be misaligned which meant the rubber seal would not work correctly. Ended up returning the entire unit and replacing with a different brand at a slightly higher price. No issues with the new unit.",1,2,0,instal test leak tank bowl bolt connect three bolt connect found bolt hole would align correctli tank bowl appear manufactur defect way get three bolt instal requir one misalign meant rubber seal would work correctli end return entir unit replac differ brand slightli higher price issu new unit
